Nationality,Which SAP Specialisation would you like to apply for?,Do you have a computer to do this course?,How do you connect to the internet?,Which country do you currently live in?,Aptitude test performance,Gender,Highest Education ACN,Current career role,Nearest Metropolitan area,How close do you live to this city/town?,Disability,Age,Have you created a profile on the Yoma platform?
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Teacher,Port Harcourt,I live in this town/city,No,31,Yes
Kenyan,Technology Consultant Associate,I share a computer,"I use mobile data, and can afford 2GB or less a month",Kenya,Adequate,Male,Bachelor's Degree,,Oyugis,I live 5-10km away from this town/city,No,23,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Benin,I live 5-10km away from this town/city,No,31,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,inventory manager,Lagos,I live in this town/city,No,25,Yes
Nigerian,End User Support Associate,I share a computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Adequate,Male,Tertiary Diploma,,Kaduna,I live in this town/city,No,26,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,University Undergraduate,Administrative Assistant,Lagos,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Zaria,I live in this town/city,No,31,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Very Strong,Male,University Undergraduate,,Nairobi,I live within 5km of this town/city,No,24,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,"Ojodu Berger,  Lagos.",I live within 5km of this town/city,No,31,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Alagbado,I live in this town/city,No,23,No
Kenyan,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Kisii,I live in this town/city,No,28,No
South African,Developer Associate,"I have access to a computer, but it's not mine",I have very limited mobile data.,South Africa,Passable,Female,High School,,KWAMHLANGA,I live in this town/city,No,20,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Bachelor's Degree,Product Trainer/Bids and Documentation Executive,Enugu,I live in this town/city,No,26,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigerian,Passable,Male,Tertiary Diploma,,Jos,I live within 5km of this town/city,No,35,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Female,Postgraduate Diploma,Consultant,Nairobi,I live more than 10km away from this town or city,No,33,Yes
South African,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Adequate,Female,Bachelor's Degree,,PARYS,I live within 5km of this town/city,No,32,No
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,"Akure, Ondo State",I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,"Passable, Passable",Female,Bachelor's Degree,,Port Harcourt,I live within 5km of this town/city,No,30,Yes
South African,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",South Africa,Adequate,Male,High School,,Centurion,I live in this town/city,No,29,No
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Auditing and Accounting,Abuja,I live in this town/city,No,27,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Owerri,I live 5-10km away from this town/city,No,30,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,High School,,Lagos,I live in this town/city,No,23,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,"Strong, Strong",Male,High School,,Minna,I live in this town/city,No,17,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,High School,,"Gwagwalada, Abuja",I live 5-10km away from this town/city,No,23,No
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,Strong,Female,Postgraduate Degree (e.g. Masters),Teaching,Jos,I live in this town/city,No,32,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Ogba,I live within 5km of this town/city,No,25,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Maintenance Engineer/SAP PM End User,Lagos,I live in this town/city,No,31,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,"Strong, Strong",Male,Bachelor's Degree,,Ibadan,I live in this town/city,No,26,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Ilorin,I live in this town/city,No,33,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Yola,I live in this town/city,No,27,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Female,Postgraduate Degree (e.g. Masters),investigation officer,lagos,I live in this town/city,No,41,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,High School,,Kano,I live in this town/city,No,19,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Male,University Undergraduate,,kisumu,I live within 5km of this town/city,No,24,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Female,Postgraduate Degree (e.g. Masters),,"Port Harcourt, Rivers State",I live 5-10km away from this town/city,No,30,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),,Port Harcourt,I live in this town/city,No,37,Yes
Kenyan,Technology Consultant Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Male,Bachelor's Degree,Data Analyst,Nairobi,I live 5-10km away from this town/city,No,25,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Female,Bachelor's Degree,,Ngong,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Postgraduate Degree (e.g. Masters),Computer Hardware Engineer,Lagos,I live in this town/city,No,30,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Jos,I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Female,High School,,Abuja,I live in this town/city,No,17,Yes
Nigerian,End User Support Associate,I have my own computer but it is faulty,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,26,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Postgraduate Degree (e.g. Masters),,LAGOS,I live in this town/city,No,26,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,TIT Support Officer,"Abule Egba, Lagos State",I live in this town/city,No,31,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Nairobi,I live 5-10km away from this town/city,No,24,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Financial Control Analyst,Lagos,I live in this town/city,No,24,No
Kenyan,End User Support Associate,I only have a smart phone,I have very limited mobile data.,Kenya,Passable,Female,Other,,Nairobi,I live in this town/city,No,21,No
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,IT administrator,Ibadan,I live in this town/city,No,29,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Very Strong,Male,High School,,Nairobi,I live 5-10km away from this town/city,Yes,20,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,Tertiary Diploma,hospital cashier,bungoma,I live within 5km of this town/city,I prefer not to say,27,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Postgraduate Degree (e.g. Masters),Management Consultant - Senior Project Analyst,Benin City,I live in this town/city,No,33,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigerian,Passable,Male,Postgraduate Degree (e.g. Masters),,Jos North plateau state Nigeria,I live in this town/city,No,25,Yes
Kenyan,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,High School,,Mumias,I live more than 10km away from this town or city,No,27,No
Kenyan,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Female,University Undergraduate,,Bungoma,I live within 5km of this town/city,No,27,No
South African,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",South Africa,Passable,Female,Bachelor's Degree,,Pietermaritzburg,I live 5-10km away from this town/city,No,27,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,High School,,Nairobi,I live in this town/city,No,23,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigerian,Strong,Male,Postgraduate Degree (e.g. Masters),"Team Lead, People and Culture",Lagos,I live in this town/city,No,38,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Makurdi,I live in this town/city,No,27,Yes
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Teacher,Ikotun,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,kaduna,I live in this town/city,No,27,Yes
Nigerian,End User Support Associate,I have my own computer but it is faulty,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Female,Tertiary Diploma,Business,Lagos,I live in this town/city,No,37,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,FCT Abuja,I live in this town/city,No,33,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,"Passable, Passable",Female,Bachelor's Degree,Technical Writer,Lagos,I live in this town/city,No,27,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,23,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Male,Bachelor's Degree,,Gatundu,I live 5-10km away from this town/city,No,27,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Jalingo,I live in this town/city,No,24,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Kaduna,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Strong,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),,Lagos,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,Delight officer,Lagos,I live in this town/city,No,24,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Bachelor's Degree,,Lagos,I live in this town/city,No,22,Yes
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Female,Postgraduate Degree (e.g. Masters),Human Resources,Lagos,I live in this town/city,No,35,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Business developer,Ngwo,I live in this town/city,No,30,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Very Strong,Male,High School,,Nairobi,I live in this town/city,No,22,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,CEO,Abuja,I live in this town/city,Yes,29,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,Management Accountant,ikoyi,I live in this town/city,No,27,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Ibadan,I live in this town/city,No,23,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Prevention Mentor,"Jos, Plateau State",I live in this town/city,No,26,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Strong,Female,Bachelor's Degree,,Calabar,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,Teacher,Jos,I live in this town/city,No,35,Yes
Nigerian,Developer Associate,I share a computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Tertiary Diploma,ICT manager,"Bariga, Lagos ",I live more than 10km away from this town or city,No,22,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Bachelor's Degree,Administrative Assistant,Kubwa/Abuja,I live in this town/city,No,27,Yes
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Strong,Male,Postgraduate Degree (e.g. Masters),,NAIROBI,I live in this town/city,No,32,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Operations Manager,Lagos,I live in this town/city,No,36,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,Education,Port Harcourt,I live in this town/city,No,38,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,Customer Support Engineer,Lagos,I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,Technical Support,Lagos,I live within 5km of this town/city,No,34,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,34,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Business Development Officer,Port Harcourt,I live in this town/city,No,33,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Male,Bachelor's Degree,,Nairobi,I live in this town/city,No,26,No
South African,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",South Africa,"Passable, Adequate",Female,Other,,Johannesburg,I live more than 10km away from this town or city,No,23,No
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Health specialist,Abakaliki,I live in this town/city,No,36,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Tertiary Diploma,,Lagos,I live in this town/city,No,24,Yes
Kenyan,Developer Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Male,Tertiary Diploma,,Nairobi,I live in this town/city,No,24,No
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Adavi/Kogi,I live in this town/city,No,32,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Young Professional,Lagos,I live in this town/city,No,25,No
Nigerian,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Uyo,I live in this town/city,No,33,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,24,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Bauchi,I live in this town/city,No,27,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Tertiary Diploma,,Abeokuta,I live 5-10km away from this town/city,No,24,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,32,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Customer Support Associate (CSA),Abuja,I live in this town/city,No,26,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Lagos,I live in this town/city,No,24,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,29,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Female,Bachelor's Degree,,Nairobi,I live in this town/city,No,27,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Abuja,I live in this town/city,No,31,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Loan Sales Agent,Abuja,I live in this town/city,No,27,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,University Undergraduate,,Owerri,I live in this town/city,No,24,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Male,Tertiary Diploma,,Nairobi,I live within 5km of this town/city,No,25,Yes
Nigerian,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Team leader,Ibeju lekki,I live in this town/city,No,30,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Strong,Male,Bachelor's Degree,Customer Experience Executive,Port Harcourt,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Tertiary Diploma,,Benin,I live within 5km of this town/city,No,31,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Tertiary Diploma,,"Lagos, Nigeria",I live in this town/city,No,31,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Veterinarian,Lagos,I live 5-10km away from this town/city,No,30,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,"Strong, Strong",Male,Other,Digital Marketer,Lagos,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Strong,Male,Postgraduate Degree (e.g. Masters),Teaching,Port Harcourt,I live within 5km of this town/city,No,38,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,Teaching,PORTHARCOURT,I live 5-10km away from this town/city,No,35,Yes
Nigerian,Technology Consultant Associate,I have my own computer but it is faulty,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Lagos,I live in this town/city,Yes,28,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Male,Bachelor's Degree,ICT Officer,Nairobi,I live 5-10km away from this town/city,No,32,No
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Female,Tertiary Diploma,,Lagos,I live in this town/city,No,30,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Kano,I live in this town/city,No,29,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Female,Bachelor's Degree,,nairobi,I live in this town/city,No,26,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigerian,Passable,Female,Bachelor's Degree,Accountant,Lagos/Ikeja,I live in this town/city,No,22,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Kano state,I live in this town/city,No,30,Yes
Nigerian,End User Support Associate,"I don't have access to a computer, but can arrange to get/use one.","I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Front desk officer,Badagry,I live in this town/city,No,28,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,Bachelor's Degree,ICT Officer,Meru,I live more than 10km away from this town or city,No,27,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,End User support specialist,Lagos,I live in this town/city,No,29,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,University Undergraduate,Freelancer,KADUNA,I live in this town/city,No,26,Yes
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Tertiary Diploma,National Youth Service Corp,Port Harcourt,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Other,,Lagos,I live in this town/city,No,30,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Birnin kebbi,I live in this town/city,No,32,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Recruitment Consultant,Lagos/ Satellite,I live in this town/city,No,27,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Teacher,PortHarcourt,I live in this town/city,No,37,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Postgraduate Diploma,Instructor 1,Zaria,I live in this town/city,No,45,Yes
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Abeokuta,I live within 5km of this town/city,No,29,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Akure/Ondo,I live in this town/city,No,31,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Kaduna,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,I have my own computer,I have very limited mobile data.,Nigeria,Adequate,Male,Bachelor's Degree,Program Officer/Graphics Designer,Ede,I live in this town/city,No,30,Yes
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Postgraduate Degree (e.g. Masters),Teaching,ZARIA,I live in this town/city,No,43,Yes
Kenyan,Developer Associate,"I don't have access to a computer, but can arrange to get/use one.","I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Female,High School,,Nairobi,I live in this town/city,No,24,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,,Portharcourt,I live in this town/city,No,30,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Lagos,I live more than 10km away from this town or city,No,31,Yes
Nigerian,Developer Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Abakaliki,I live in this town/city,No,30,Yes
